"16321","P16321","LE CHAT MACHINE 1L","6130430002955","288,00 DA","330,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","3","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16306","P16306","EXTRA SBAGHITTI 250G","6131437000647","24,00 DA","30,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","73","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16307","P16307","EXTRA SBAGHITTI 1K","6131437000708","67,50 DA","80,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","19","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"17369","P17369","DORILFLOR 5L","6132503462499","620,00 DA","690,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","0","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16311","P16311","EXTRA TLITLI 500G","6132500630365","42,00 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","72","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16303","P16303","LALA VERMICELLE 500G","6131437001866","35,50 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","37","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16299","P16299","FARINE CERBIOR 5K","6131437000036","240,00 DA","275,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","3","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16324","P16324","SAIDA VICHY 1L","6133275000445","26,00 DA","45,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","4","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16313","P16313","EXTRA TOMAT 1K","6131437000128","150,00 DA","180,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","15","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"8860","P08860","LOYA LAIT 1kgs","6008155002652","650,00 DA","690,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","-11","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"16314","P16314","EXTRA TOMAT 400G 28% ","6131437000111","78,00 DA","90,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","3","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16320","P16320","ISIS PRIL 3L","6130430004119","390,00 DA","470,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","1","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"17370","P17370","KIT BISCUIT","6133453000182","80,00 DA","100,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","4","f","0","0","0","0",,"0","0",,"0","0",,"0","15"
"8303","P08303","LE CHAT SACHI360G","6130430003150","73,00 DA","85,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","335","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"16328","P16328","SAFINA COUSCOUS 1K ","6130777000829","104,00 DA","120,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","0","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16302","P16302","EXTRA COUDE N 03","6132500630181","41,00 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","17","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"10829","P10829","NOUNOURS MIEL 1.8KG","6132504820373","250,00 DA","290,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","20","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"7159","P07159","ISIS 3L MACHINE","6130430003624","585,00 DA","670,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","7","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"16318","P16318","TEST SACHI 3K","6130793003354","492,00 DA","570,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","1","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16329","P16329","HANINA COUSCOUS 1K","6130777001109","73,00 DA","85,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","3","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16317","P16317","VICHI 33CL","6133275000452","17,00 DA","20,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","23","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"17401","P17401","PACHO 40G","6131608000483","25,00 DA","35,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","14","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16325","P16325","EI HARA TOMATE 500G","6132003300376","91,56 DA","110,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","42","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"9423","P09423","MEDINA SMEN 900gr","6130234002168","202,00 DA","235,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","0","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"16305","P16305","EXTRA SBAGHITTI 500G","6131437000678","44,00 DA","55,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","26","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16308","P16308","EXTRA PLOMB 500G","6132500630273","42,00 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","25","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"14807","P14807","TEST 1 LITRE","6130793002524","148,00 DA","170,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","7","f","5","0","0","0",,"0","0",,"0","0",,"0","0"
"16330","P16330","CANBEBE N2/66PC","6133496000408","1 150,00 DA","1 200,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","3","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"14833","P14833","TEST SACHI 500G","6130793002418","65,00 DA","75,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","96","f","5","0","0","0",,,,,,,,,"0"
"16312","P16312","EXTRA TORSADE 500G","6132500630242","42,00 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","17","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16310","P16310","EXTRA COUDE N 6","6132500630198","42,00 DA","50,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","6","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16319","P16319","BINGO PACK 3K","6130793003200","715,00 DA","780,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","9","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16256","P16256","NOUNOURS MIEL 2.8K","6132504820045","360,00 DA","415,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","21","f","0","0","0","0",,"2","0",,"0","0",,"0","0"
"16301","P16301","LALA TLITLI 500G","6131437001934","35,50 DA","45,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","28","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"9977","P09977","MOLPED ULTRA AIRACTIVE 10P","8690536837588","94,00 DA","110,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","15","f","5","0","0","0",,,,,,,,,"0"
"9421","P09421","MEDINA SMEN 1.8KG","6130234000614","400,00 DA","480,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","29","f","5","0","0","0",,,,,,,,,"0"
"5507","P05507","FIX GEL SPORT 100ML","6130875000035","20,00 DA","40,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","-10","f","5","0","0","0",,,,,,,,,"0"
"16358","P16358","MOULA MOYENNE 1K","6130507000730","71,12 DA","95,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","-7","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16336","P16336","NGAOUS CONFITURE ABRICOT 230G","6133018002101","85,00 DA","100,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","14","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16350","P16350","AIGLE JAVEL 2L ","6132500259641","97,00 DA","115,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","2","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16338","P16338","CANBEBE N4/24","6133496000323","490,00 DA","560,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","6","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16332","P16332","MOLFIX N2/40PC","6130793003002","620,00 DA","710,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","9","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16345","P16345","OMO SACHI 3K","6130601003071","623,00 DA","715,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","6","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16349","P16349","PAPIA BOIT POUR VOITURE 80PS","8690536014194","53,00 DA","60,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","-2","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16347","P16347","LE CHAT MACHIN 500G","6130430004577","145,00 DA","165,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","36","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
"16343","P16343","BREF SLLE DE BAIN 500ML","5410091735418","250,00 DA","290,00 DA","0,00 DA","0,00 DA","0,00 DA","0,00 DA","0","10","f","0","0","0","0",,"0","0",,"0","0",,"0","0"
