Code,Reference,Designation du produit,Code a barre,Prix d'Achat,Prix de Vente 1,Prix de Vente 2,Prix de Vente 3,Prix de Vente 4,Prix de Vente 5,TVA,Stock,Perissable,Avertir avant,Stock minimum,Stock maximum,Avertir quantite,Observation
13,P0013,AIGLE VAISSELLE 1L,6132500252079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
14,P0014,AIGLE VSL 750ML PEAUX SNSBL,6132500254646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
15,P0015,AIR WICK RECHARGE,4002448037590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
16,P0016,EL IMLAK SUPER GEL,6253009212156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
17,P0017,AL SHIFA MIEL 125gr,6281073210266,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
18,P0018,AL SHIFA MIEL 250GR,6281073210143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
19,P0019,ALADIN SOUMAM,6130760002922,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
20,P0020,ALMA,6132011700021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
21,P0021,ALMA FONDS DE TARTE,6133817000018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
22,P0022,ALUMETTE GM,89010688003201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
23,P0023,ALWAYS 7+ 8,4015400214496,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
24,P0024,ALWAYS MAXI THICK 9,4015400417491,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
25,P0025,AMBASSADEUR CHOCOLAT 100gr,6130014080119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
26,P0026,AMILA JUS 45gr,6008155004274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
27,P0027,AMIR LAVESOL 1L,6133630000240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
28,P0028,AMOR BEAMOR SPAGHETTI  500G,6130837000554,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
29,P0029,AMOR COUSCOUS 1KG,6130837000257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
30,P0030,ANDREA DOTTI DECOLRANTA,6132001601987,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
31,P0031,ANTAR BICARBONATE,6130347000419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
32,P0032,PANTENE 200ML,5410076868995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
33,P0033,APTAMIL 2 /6-12 MOIS,3041093873055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
34,P0034,ARIEL 3 KG,5410076683796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
35,P0035,ARIEL 350G,4084500077041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
36,P0036,ARIEL 5+1KG,81396990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
37,P0037,ARIEL DOUNY 500G,4015600698355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
38,P0038,ARIEL DOWNY 3KG,4015600698430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
39,P0039,ARIEL MACHIN 3KG,5410076683697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
40,P0040,ARIEL PAWQI 500G,5410076683413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
41,P0041,ARIEL POWER GEL 3L,4015600915650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
42,P0042,AROMA CAFE 250G,6130194000037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
43,P0043,AS LENTILLES ROUGE 500GR,8697686700496,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
44,P0044,ASCO 5 SUPER LAM,6222001551563,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
45,P0045,ASCO JETABLE  5,6222001552669,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
46,P0046,AU SAVON  DE MARSEILLE,6132500257364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
47,P0047,AUBERGE DE LA MADELEINE 8 P,6130427000018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
48,P0048,AWANE CONFORT,6130552002925,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
49,P0049,AZZOUR CONF DE FIGUE 500GR,6133212000187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
50,P0050,CREM PATISSIZER VANILLE,61940574,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
51,P0051,BALI,1008564840383,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
52,P0052,CREM PATISSIER CHOCO,61940581,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
53,P0053,BB COOL 3 VALISE,6130778000958,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
54,P0054,BB COOL 4 VALISE,6130778000965,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
55,P0055,BB COOL 5 VALISE,6130778000996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
56,P0056,BBCOOL PREMIUM 3-6Kg 1 MINI,6130778000170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
57,P0057,BBCOOL N3,6130778000187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
58,P0058,BECHAMEL 52 GR,6133320000314,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
59,P0059,BELLAT CHAPLER CACHIR,6130586000065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
60,P0060,BELLAT CHEWARMA POULET 1KG,6130586000652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
61,P0061,BELLAT CHTITHA POULET 400G,6130586002373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
62,P0062, KACHIR BELLAT 1KG,6130586000010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
63,P0063,BELLAT MORTADELLA MM  PATE,6130586000904,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
64,P0064,BELLAT PATE FROMAGE 1KG,6130586000027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
65,P0065,BELLAT PATE PIZZA 1KG,6130586000201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
66,P0066,BELLAT ROTI DE POULET 1KG,6130586001482,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
67,P0067,BELLAT SALAMI 1kgr,6130586000768,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
68,P0068,BELLE DES CHAMPS,1000000068610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
69,P0069,BERBICAN,6281034007041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
70,P0070,CREM PATISSIER SIHEM 100G,6131294000439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
71,P0071,BETOUCHE L'BEN 1L,6132006000020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
72,P0072,BETOUCHE RICHE LAIT BEURRE 250gr,1000000056327,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
73,P0073,BETOUCHE YAOURT 100g,6133051000089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
74,P0074,BEURRE RAI 200GR,6132505350251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
75,P0075,BIC COMFORT,3086127500163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
76,P0076,BIC JUNE 5,3086125705010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
77,P0077,BID1PC,1010182520448,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
78,P0078,BIERE LUXEMBOURG HALAL,6130682000426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
79,P0079,BIFA BENITO CHOCO,6132501541004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
80,P0080,BIFA BRINO,6132501540496,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
81,P0081,BIFA TORTO,6132501540458,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
82,P0082,BIFA MINI ELITE,6132501541639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
83,P0083,BIFA MINI SANDWICH,6132501540441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
84,P0084,BIMBO COUCHE BEBE,6130552000013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
85,P0085,BIMO  CROC  MATIN,6130015061933,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
86,P0086,BIMO  PETIT,6130015061131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
87,P0087,BIMO BEST GAUFRETTES 36P,6130014300224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
88,P0088,BIMO GALETTE,6130015060035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
89,P0089,BIMO GOLDY 190g,6130015063067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
90,P0090,BIMO MACAO,6130015061834,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
91,P0091,BIMO MASTERCHOC,6130015062435,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
92,P0092,BIMO MINI GAUFRETTES,6130505000138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
93,P0093,BIMO PESOS CACAO FRAISE,6130015061032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
94,P0094,BIMO TANGO,6130015060837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
95,P0095,BIMO TWINGO,6130505000084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
96,P0096,BIMO TWIST 30G,6130505000015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
97,P0097,BIMO Z'animaux Maison  300gr,6130015063012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
98,P0098,BIMO ZANIMAUX 80g,6130015063005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
99,P0099,BINGO YAH FRUITE 450G,6133886000070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
100,P0100,BINTO BISCUIT KIF,6194002510071,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
101,P0101,BIOFA COULEUR 5P,6132505330307,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
102,P0102,BISCOLATA GAT 100G,8699141157517,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
103,P0103,BISCORIMA YOGA 130G,6130390000275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
104,P0104,BISCOTTES CHAKIB 250GR,6133139000178,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
105,P0105,BISCUIOTS EL WAFI,6130426001245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
106,P0106,BISCUITTE CHERCHELL,6130619001922,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
107,P0107,BLANCHAUD VERT,3333160070024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
108,P0108,bledilait nÂ°3,5900852921070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
109,P0109,BM PAIN HOT DOG,6132502730032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
110,P0110,BONAL CAFE 250 GR,6130711000076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
111,P0111,BORJOT HARICOT 1KG,6131533000077,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
112,P0112,BORJOT HARIOT 500G,6131533000084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
113,P0113,BORJOT LENTILLES 500GR,6131533000176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
114,P0114,BORJOT LENTTILES 1K,6131533000053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
115,P0115,BORJOT POIS CHICHE 1KG,6131533000091,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
116,P0116,BORJOT POIS CHICHE 500G,6131533000107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
117,P0117,BORJOT RIZ ETUVE 1 KG,6131533000039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
118,P0118,BORNIER MOUTARDE MN,3104716601975,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
119,P0119,BORNIER MOUTARDE PM,3104716601951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
120,P0120,BOUGIER LE DRAGON,6132505290014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
121,P0121,BOUGIES LE TIGRE,6132003900019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
122,P0122,BOUKHARI CAFE 250 GR,6130080004538,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
123,P0123,BREF JAVEL 925ml,6130430001668,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
124,P0124,BRINO BIFA,6132501540465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
125,P0125,BRIQUET  BAIDA,1000000059601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
126,P0126,BROSSE PELLES,6131723000146,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
127,P0127,CAB HARISSA  PM,6130384000083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
128,P0128,CAB HARISSA 1/2,6130384000205,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
129,P0129,CAB HARISSA 1kg,6130384000212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
130,P0130,CACAO,6132502790142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
131,P0131,CAFE LA BELLR,6130711000014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
132,P0132,CAMBEBE NÂ°2,6133496000507,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
133,P0133,CAN BEBE JUNIOR,6133496000262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
134,P0134,CANBEBE 80ps NÂ°3,6133496000453,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
135,P0135,CANBEBE JUNIOR 54ps,6133496000422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
136,P0136,CANBEBE NÂ°4,6133496000521,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
137,P0137,CANDIA CHOCO 1L,6130433000262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
138,P0138,CANDIA CHOCO PM,6130433000354,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
139,P0139,CANDIA COCKTAIL JUS 20CL,6130433000446,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
140,P0140,CANDIA JUS 20CL,6130433000392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
141,P0141,CANDIA JUS AU LAIT 20CL,6130433000323,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
142,P0142,CANDIA JUS COCKTAIL 1L,6130433000460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
143,P0143,CANDIA LAIT ENTIER 1L,6130433000217,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
144,P0144,CANDIA LAIT NORMAL 1L,6130433000019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
145,P0145,CANDIA LAIT NRML 50CL,6130433000026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
146,P0146,CANDIA LAIT SILHOUETTE 1L,6130433000200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
147,P0147,CANDIA LAIT VIVA 1L,6130433000385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
148,P0148,JOLY N°8,8690536804023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
149,P0149,CASBAH VINAGRE  1L,6130632000025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
150,P0150,CELIA DEVELOP 1ER age,3114270201603,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
151,P0151,CELIA DEVELOP 2EM age,3551100571053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
152,P0152,CELIA DEVELOP 3EM age,3551100571060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
153,P0153,CELIA DEVELOP 900G 1age,3114270202921,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
154,P0154,CELIA DEVELOP 900G 2er age,3114270202938,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
155,P0155,CELIA DEVELOP 900G 3er AGE,3114270202945,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
156,P0156,CEREGAL 250gr  CERIALO,6132003200331,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
157,P0157,CEVITAL SKOR 5KGR,6130234002373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
158,P0158,CEVITAL SUCRE 1KG,6130234002366,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
159,P0159,CEVITAL TCHINA 2L,6130244020237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
160,P0160,CHAKHCHOUKHA 1KGR,6131148000011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
161,P0161,chakhchoukha etuvÃ©,6133976000201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
162,P0162,CHAKIB BISCOTTES SANS SEL  250G,6133139000024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
163,P0163,CHAKIB BISCOURT SSS,6133139000031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
164,P0164,CHEBA CHOCO AU LAIT 100gr,6132006700012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
165,P0165,CHEBA CHOCOLATNOIR 100G,6132006700050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
166,P0166,CHEBLI HOLANDIA TRANCHE,6130765001548,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
167,P0167,CHEBLI MAASDAMMER TRANCH,6130765000015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
168,P0168,CHEEZY FR 8P,6130413000138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
169,P0169,CHEMSI,6130265210020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
170,P0170,CHICOREE CAFE SOLUBLES 50Gr,4009041105831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
171,P0171,CHICOREE CAFE SOLULES 100G,4009041105763,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
172,P0172,CHIDAR MIZAN,1009869158777,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
173,P0173,CHIPC MAHBOUL,61303360026156130336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
174,P0174,CHIPS  MAHBOUL MAXI,6130336002615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
175,P0175,CHIPS DARBA,6132000601247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
176,P0176,CHIPS MAHBOUL,6130336001526,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
177,P0177,CHRBAT SOUMMAM 1L,6130760002694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
178,P0178,CHREA AVEC PUPLE 1L,6130065050710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
179,P0179,COCA COLA  BOISSON 2L,5449000000286,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
180,P0180,COCA COLA BOISSON 1L,5449000054227,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
181,P0181,COCA COLA LIGHT +ZERO 1L,5449000133328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
182,P0182,COCA COLA 33cl,5449000131805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
183,P0183,COLGATE HERBAL 75ml 107g,7891024133545,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
184,P0184,COMANBER ANNABA,6131544000097,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
185,P0185,COMFORT COTTON 200U,8698863440372,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
186,P0186,COMFORT LINGETE  80,8697462550208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
187,P0187,CONFITURE DE POIRE 400GR,6133212000149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
188,P0188,CONFITURE DE POMME 400GR,6133212000125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
189,P0189,COTEX,6130552001973,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
190,P0190,COTEX  ESSUIE TOUT  2PS,6130552001997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
191,P0191,COTEX 10,6130552001232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
192,P0192,COTEX BOX 150M,6130552001843,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
193,P0193,COTEX PAPIER MOUCHOIR 10PCS,6130552001225,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
194,P0194,COTEX VLOURS,6130552002796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f,5,0,0,0, 
